filename,title,release_year,genres
2383.jpg,The Bear,1988,"[12, 18, 10751]"
12233.jpg,Oliver & Company,1988,"[16, 35, 10751]"
10396.jpg,Tequila Sunrise,1988,"[53, 80, 10749]"
3525.jpg,Working Girl,1988,"[35, 10749, 18]"
12144.jpg,The Land Before Time,1988,"[10751, 16, 12]"
4011.jpg,Beetlejuice,1988,"[14, 35]"
123617.jpg,The Silk Road,1988,[18]
13192.jpg,Moonwalker,1988,"[14, 10402]"
11690.jpg,Bloodsport,1988,"[28, 53, 18]"
9647.jpg,Scrooged,1988,"[14, 35, 18]"
847.jpg,Willow,1988,"[14, 12, 28]"
15592.jpg,Beaches,1988,"[35, 18]"
19382.jpg,Biloxi Blues,1988,"[35, 18, 10752]"
287.jpg,Bull Durham,1988,"[35, 10749]"
10131.jpg,A Nightmare on Elm Street 4: The Dream Master,1988,"[27, 53]"
149.jpg,Akira,1988,"[16, 878, 28]"
10126.jpg,Colors,1988,"[28, 80, 18, 10749, 53]"
11967.jpg,Young Guns,1988,"[37, 28, 12]"
10585.jpg,Child's Play,1988,[27]
16296.jpg,Killer Klowns from Outer Space,1988,"[35, 27, 878]"
2617.jpg,The Great Outdoors,1988,[35]
10141.jpg,Dirty Rotten Scoundrels,1988,"[80, 35]"
8392.jpg,My Neighbor Totoro,1988,"[14, 16, 10751]"
9013.jpg,Midnight Run,1988,"[28, 35, 80, 53]"
10651.jpg,The Dead Pool,1988,"[28, 80, 53]"
9604.jpg,Red Heat,1988,"[28, 80]"
859.jpg,Dangerous Liaisons,1988,"[18, 10749]"
1632.jpg,Mississippi Burning,1988,"[18, 80, 9648, 53]"
11051.jpg,The Last Temptation of Christ,1988,[18]
31052.jpg,The Accidental Tourist,1988,"[35, 18, 10749]"
10128.jpg,Alien Nation,1988,"[878, 80, 53]"
9717.jpg,Shoot to Kill,1988,"[28, 53, 80, 18]"
26386.jpg,Ernest Saves Christmas,1988,"[35, 10751]"
14170.jpg,Funny Farm,1988,[35]
11285.jpg,Cocoon: The Return,1988,"[35, 878]"
11966.jpg,Short Circuit 2,1988,"[35, 10751, 878, 18]"
2321.jpg,Married to the Mob,1988,"[35, 80, 10749]"
136241.jpg,Doraemon: The Record of Nobita's Parallel Journey to the West,1988,"[16, 12, 10751, 14, 878]"
40820.jpg,Punchline,1988,"[35, 18]"
11851.jpg,The Presidio,1988,"[28, 80, 9648, 53]"
10117.jpg,Action Jackson,1988,"[28, 35]"
28176.jpg,Tucker: The Man and His Dream,1988,[18]
11503.jpg,The Serpent and the Rainbow,1988,"[27, 53]"
11825.jpg,Police Academy 5: Assignment Miami Beach,1988,"[35, 80]"
10281.jpg,Friday the 13th Part VII: The New Blood,1988,"[27, 53]"
11082.jpg,The Seventh Sign,1988,"[27, 18, 53]"
9395.jpg,Above the Law,1988,"[28, 80, 53]"
11357.jpg,Halloween 4: The Return of Michael Myers,1988,"[27, 53]"
10675.jpg,Frantic,1988,"[53, 9648, 80, 18]"
26355.jpg,For Keeps,1988,"[35, 18, 10749]"
27397.jpg,Crossing Delancey,1988,"[35, 10749]"
17170.jpg,"Bright Lights, Big City",1988,"[18, 10749]"
12714.jpg,She's Having a Baby,1988,"[35, 18, 10749]"
30502.jpg,Big Top Pee-wee,1988,"[35, 10751]"
4203.jpg,Women on the Verge of a Nervous Breakdown,1988,"[35, 18]"
26044.jpg,Arthur 2: On the Rocks,1988,"[35, 10749]"
10306.jpg,Poltergeist III,1988,"[27, 53]"
13482.jpg,The Milagro Beanfield War,1988,"[35, 18, 14]"
29154.jpg,Stand and Deliver,1988,[18]
12120.jpg,My Stepmother Is an Alien,1988,"[35, 878]"
26603.jpg,Vice Versa,1988,"[35, 14]"
17006.jpg,I'm Gonna Git You Sucka,1988,"[35, 28, 80]"
8337.jpg,They Live,1988,"[878, 28]"
11191.jpg,Mystic Pizza,1988,"[10749, 18, 35]"
9748.jpg,D.O.A.,1988,"[9648, 53]"
34053.jpg,Everybody's All-American,1988,"[18, 10749]"
34604.jpg,Casual Sex?,1988,"[35, 10749]"
9064.jpg,Hellbound: Hellraiser II,1988,"[27, 53, 14]"
11216.jpg,Cinema Paradiso,1988,"[18, 10749]"
89.jpg,Indiana Jones and the Last Crusade,1989,"[12, 28]"
268.jpg,Batman,1989,"[14, 28, 80]"
165.jpg,Back to the Future Part II,1989,"[12, 35, 878]"
9494.jpg,Look Who's Talking,1989,"[35, 10749]"
207.jpg,Dead Poets Society,1989,[18]
942.jpg,Lethal Weapon 2,1989,"[28, 12, 35, 80, 53]"
9354.jpg,"Honey, I Shrunk the Kids",1989,"[12, 35, 10751, 878]"
2978.jpg,Ghostbusters II,1989,"[35, 14]"
10144.jpg,The Little Mermaid,1989,"[16, 10751, 14]"
2604.jpg,Born on the Fourth of July,1989,"[18, 10752]"
249.jpg,The War of the Roses,1989,"[35, 18]"
709.jpg,Licence to Kill,1989,"[12, 28, 53]"
403.jpg,Driving Miss Daisy,1989,[18]
4105.jpg,Black Rain,1989,"[18, 28, 53]"
1552.jpg,Parenthood,1989,"[35, 18, 10749, 10751]"
12150.jpg,Sea of Love,1989,"[80, 18, 10749]"
10860.jpg,Steel Magnolias,1989,"[35, 18, 10749]"
639.jpg,When Harry Met Sally...,1989,"[35, 10749, 18]"
2756.jpg,The Abyss,1989,"[12, 28, 53, 878]"
2323.jpg,Field of Dreams,1989,"[18, 14]"
2616.jpg,Uncle Buck,1989,"[35, 18, 10751]"
10345.jpg,K-9,1989,"[28, 35, 80]"
9942.jpg,Major League,1989,[35]
5825.jpg,National Lampoon's Christmas Vacation,1989,[35]
11352.jpg,Always,1989,"[10749, 14, 18]"
6951.jpg,Turner & Hooch,1989,"[28, 35, 53, 80, 10751]"
9618.jpg,Tango & Cash,1989,"[28, 53, 35, 18, 80]"
172.jpg,Star Trek V: The Final Frontier,1989,"[878, 28, 12, 53]"
53150.jpg,C.H.U.D. II: Bud the Chud,1989,"[27, 35, 878]"
9085.jpg,Harlem Nights,1989,"[35, 80, 18]"
8913.jpg,Pet Sematary,1989,"[27, 18, 14, 53]"
11974.jpg,The 'Burbs,1989,"[35, 27, 53]"
11185.jpg,"See No Evil, Hear No Evil",1989,"[35, 80]"
12478.jpg,Skin Deep,1989,"[10749, 35, 18]"
31608.jpg,Three Fugitives,1989,"[35, 80]"
1648.jpg,Bill & Ted's Excellent Adventure,1989,"[12, 35, 878]"
10495.jpg,The Karate Kid Part III,1989,"[28, 10751, 18, 12]"
10344.jpg,The Fly II,1989,"[27, 878]"
925.jpg,Do the Right Thing,1989,[18]
14628.jpg,Fletch Lives,1989,"[35, 80, 9648]"
25074.jpg,Mr. Canton and Lady Rose,1989,"[80, 28, 35, 18]"
11895.jpg,Police Academy 6: City Under Siege,1989,"[35, 80]"
14621.jpg,Lean On Me,1989,[18]
142527.jpg,Doraemon: Nobita and the Birth of Japan,1989,"[16, 12, 10751, 14, 878]"
8491.jpg,Weekend at Bernie's,1989,"[35, 80]"
10135.jpg,Road House,1989,"[28, 53]"
14550.jpg,The Dream Team,1989,"[35, 80, 53]"
11497.jpg,All Dogs Go to Heaven,1989,"[18, 16, 10751, 35, 14]"
9665.jpg,Glory,1989,"[18, 36, 10752]"
1412.jpg,"sex, lies, and videotape",1989,[18]
10160.jpg,A Nightmare on Elm Street: The Dream Child,1989,"[27, 53]"
9972.jpg,Lock Up,1989,"[28, 80, 18, 53]"
31674.jpg,Cousins,1989,"[35, 10749]"
29185.jpg,An Innocent Man,1989,"[80, 18, 53]"
2028.jpg,Say Anything...,1989,"[10749, 35, 18]"
21291.jpg,Dad,1989,[18]
22711.jpg,Blaze,1989,"[35, 18, 10749]"
10142.jpg,Casualties of War,1989,"[18, 36, 10752]"
10875.jpg,The Fabulous Baker Boys,1989,"[35, 18, 10402, 10749]"
11562.jpg,Crimes and Misdemeanors,1989,"[35, 18, 80]"
12521.jpg,Shocker,1989,"[27, 53]"
3064.jpg,Chances Are,1989,"[14, 35, 10749]"
39002.jpg,No Holds Barred,1989,"[28, 18]"
27418.jpg,Next of Kin,1989,"[12, 28]"
14372.jpg,Leviathan,1989,"[12, 27, 53, 878]"
11157.jpg,She-Devil,1989,[35]
10161.jpg,My Left Foot: The Story of Christy Brown,1989,[18]
10222.jpg,Kickboxer,1989,"[28, 53, 18]"
10283.jpg,Friday the 13th Part VIII: Jason Takes Manhattan,1989,"[27, 53]"
183.jpg,The Wizard,1989,"[12, 35, 18, 10751]"
11465.jpg,Great Balls of Fire!,1989,"[18, 36, 10402]"
31004.jpg,The Mighty Quinn,1989,"[28, 80, 18, 9648, 53]"
10551.jpg,Family Business,1989,"[80, 18, 35]"
20006.jpg,Pink Cadillac,1989,"[28, 12, 35, 18, 10749]"
47045.jpg,She's Out of Control,1989,"[35, 10749]"
11361.jpg,Halloween 5: The Revenge of Michael Myers,1989,"[27, 53]"
17190.jpg,Gross Anatomy,1989,"[35, 18, 10749]"
5203.jpg,Wild Orchid,1989,"[18, 10749]"
11718.jpg,Who's Harry Crumb?,1989,"[35, 80, 9648]"
9686.jpg,New York Stories,1989,"[35, 18]"
251.jpg,Ghost,1990,"[14, 18, 53, 9648, 10749]"
771.jpg,Home Alone,1990,"[35, 10751]"
114.jpg,Pretty Woman,1990,"[10749, 35]"
581.jpg,Dances with Wolves,1990,"[12, 18, 37]"
861.jpg,Total Recall,1990,"[28, 12, 878]"
196.jpg,Back to the Future Part III,1990,"[12, 35, 878]"
1573.jpg,Die Hard 2,1990,"[28, 53]"
11092.jpg,Presumed Innocent,1990,"[9648, 80, 53]"
1498.jpg,Teenage Mutant Ninja Turtles,1990,"[878, 28, 12, 35, 10751]"
951.jpg,Kindergarten Cop,1990,[35]
1669.jpg,The Hunt for Red October,1990,"[28, 12, 53]"
2119.jpg,Days of Thunder,1990,"[12, 28, 18]"
11595.jpg,Another 48 Hrs.,1990,"[53, 28, 35, 80]"
1727.jpg,Bird on a Wire,1990,"[28, 12, 35, 10749]"
242.jpg,The Godfather Part III,1990,"[80, 18, 53]"
9356.jpg,Look Who's Talking Too,1990,"[10749, 35]"
1375.jpg,Rocky V,1990,[18]
8592.jpg,Dick Tracy,1990,"[12, 35, 80]"
170805.jpg,The Cyprus Tigers,1990,"[35, 28, 12]"
162.jpg,Edward Scissorhands,1990,"[14, 18, 10749]"
11077.jpg,Problem Child,1990,"[35, 10751]"
11630.jpg,3 Men and a Little Lady,1990,"[10751, 35]"
1551.jpg,Flatliners,1990,"[18, 878, 27]"
1700.jpg,Misery,1990,"[18, 53]"
9086.jpg,Young Guns II,1990,"[37, 12]"
11856.jpg,Air America,1990,"[28, 12, 35, 18]"
169.jpg,Predator 2,1990,"[878, 28, 53]"
25018.jpg,Leatherface: The Texas Chainsaw Massacre III,1990,[27]
2990.jpg,Pacific Heights,1990,"[53, 18, 9648]"
6488.jpg,Arachnophobia,1990,"[35, 27]"
11005.jpg,Awakenings,1990,[18]
9556.jpg,Darkman,1990,"[28, 878, 53]"
9362.jpg,Tremors,1990,"[27, 28, 878, 35]"
11135.jpg,The Rescuers Down Under,1990,"[16, 12, 10751, 14]"
9569.jpg,Hard to Kill,1990,"[28, 18, 80, 53]"
769.jpg,GoodFellas,1990,"[18, 80]"
10173.jpg,Marked for Death,1990,"[28, 80, 18, 53]"
5549.jpg,RoboCop 2,1990,"[28, 12, 80, 878, 53]"
928.jpg,Gremlins 2: The New Batch,1990,"[35, 27, 14]"
2565.jpg,Joe Versus the Volcano,1990,"[35, 10749]"
22414.jpg,Postcards from the Edge,1990,"[35, 18]"
11587.jpg,The Exorcist III,1990,[27]
11186.jpg,Child's Play 2,1990,"[27, 53]"
4587.jpg,Mermaids,1990,"[35, 18, 10749]"
12157.jpg,Green Card,1990,"[35, 10749, 18]"
161707.jpg,Doraemon: Nobita and the Animal Planet,1990,"[14, 16, 12, 10751]"
11060.jpg,Internal Affairs,1990,"[80, 18]"
10164.jpg,Cadillac Man,1990,"[35, 18, 80]"
16094.jpg,House Party,1990,[35]
2291.jpg,Jacob's Ladder,1990,"[18, 9648, 27]"
10485.jpg,Ghost Dad,1990,"[35, 10751, 14]"
427910.jpg,Navy Seals,1990,[28]
18943.jpg,Ernest Goes to Jail,1990,"[35, 10751, 80]"
9399.jpg,Lionheart,1990,[28]
10170.jpg,The Russia House,1990,"[18, 53, 10749]"
15087.jpg,Blue Planet,1990,[99]
41374.jpg,The First Power,1990,"[80, 53, 27]"
322115.jpg,A Home Too Far,1990,[10752]
6723.jpg,The Rookie,1990,"[28, 80, 18, 53]"
9588.jpg,Quigley Down Under,1990,[37]
10264.jpg,Hamlet,1990,"[18, 36]"
9548.jpg,The Adventures of Ford Fairlane,1990,"[28, 35, 53, 80, 9648, 12]"
47329.jpg,Stella,1990,"[10749, 18]"
6393.jpg,Taking Care of Business,1990,[35]
18913.jpg,Betsy's Wedding,1990,"[35, 10749]"
71308.jpg,Ghayal,1990,"[28, 80, 18]"
10837.jpg,DuckTales: The Movie - Treasure of the Lost Lamp,1990,"[12, 16, 10751, 35, 14]"
41003.jpg,White Palace,1990,"[18, 10749]"
32043.jpg,The Guardian,1990,"[27, 53]"
17466.jpg,Death Warrant,1990,"[28, 80, 53, 9648]"
20701.jpg,Tales from the Darkside: The Movie,1990,"[53, 35, 14, 27]"
34636.jpg,The NeverEnding Story II: The Next Chapter,1990,"[10751, 14, 12, 18]"
10169.jpg,Men at Work,1990,"[35, 80]"
41823.jpg,Mo' Better Blues,1990,"[18, 10402]"
9586.jpg,The Bonfire of the Vanities,1990,"[35, 18]"
14249.jpg,Revenge,1990,"[53, 10749, 18]"
38718.jpg,Reversal of Fortune,1990,[18]
10166.jpg,The Witches,1990,"[14, 10751, 27]"
2612.jpg,Mr. Destiny,1990,"[14, 35, 878, 10749]"
34086.jpg,Spaced Invaders,1990,"[35, 10751, 878]"
329.jpg,Jurassic Park,1993,"[12, 878]"
788.jpg,Mrs. Doubtfire,1993,"[35, 18, 10751]"
424.jpg,Schindler's List,1993,"[18, 36, 10752]"
37233.jpg,The Firm,1993,"[18, 9648, 53]"
4478.jpg,Indecent Proposal,1993,"[10749, 18]"
9350.jpg,Cliffhanger,1993,"[28, 12, 53]"
858.jpg,Sleepless in Seattle,1993,"[35, 18, 10749]"
9800.jpg,Philadelphia,1993,[18]
9944.jpg,The Pelican Brief,1993,[53]
5503.jpg,The Fugitive,1993,"[28, 53, 18]"
9386.jpg,In the Line of Fire,1993,"[28, 18, 53, 80, 9648]"
9739.jpg,Demolition Man,1993,"[80, 28, 878]"
864.jpg,Cool Runnings,1993,"[35, 12, 18]"
1634.jpg,Free Willy,1993,"[10751, 12, 18]"
1049.jpg,Sommersby,1993,"[18, 53, 9648, 10749]"
9593.jpg,Last Action Hero,1993,"[12, 14, 28, 35, 10751]"
9559.jpg,A Perfect World,1993,"[18, 80, 53]"
9255.jpg,Hot Shots! Part Deux,1993,"[28, 35, 10752]"
10438.jpg,Beethoven's 2nd,1993,"[10751, 35]"
12139.jpg,Dennis the Menace,1993,"[10751, 35]"
867.jpg,Sliver,1993,"[18, 53]"
10057.jpg,The Three Musketeers,1993,"[28, 12, 35, 10749]"
7007.jpg,Rising Sun,1993,"[28, 18, 53]"
12121.jpg,Made in America,1993,[35]
11687.jpg,The Visitors,1993,"[14, 35]"
11566.jpg,Dave,1993,[35]
9479.jpg,The Nightmare Before Christmas,1993,"[14, 16, 10751]"
2019.jpg,Hard Target,1993,"[28, 53, 80]"
11969.jpg,Tombstone,1993,"[37, 28]"
137.jpg,Groundhog Day,1993,"[10749, 14, 18, 35]"
11520.jpg,Grumpy Old Men,1993,"[35, 10749]"
7984.jpg,In the Name of the Father,1993,[18]
10413.jpg,Nowhere to Run,1993,"[28, 18, 53, 10749]"
6075.jpg,Carlito's Way,1993,"[80, 18, 53]"
10423.jpg,Dragon: The Bruce Lee Story,1993,"[18, 36, 28]"
9272.jpg,The Good Son,1993,"[53, 18, 27]"
6878.jpg,Homeward Bound: The Incredible Journey,1993,"[12, 35, 10751]"
6279.jpg,Sister Act 2: Back in the Habit,1993,"[10402, 35]"
21845.jpg,Rookie of the Year,1993,"[10751, 35]"
10439.jpg,Hocus Pocus,1993,"[14, 35, 10751]"
2758.jpg,Addams Family Values,1993,"[35, 10751, 14]"
8873.jpg,Wayne's World 2,1993,"[35, 10402]"
2246.jpg,Malice,1993,[53]
1499.jpg,Teenage Mutant Ninja Turtles III,1993,"[28, 12, 35, 10751, 14, 878]"
37094.jpg,Falling Down,1993,"[80, 18, 53]"
12574.jpg,Cop & ½,1993,"[28, 35, 10751]"
713.jpg,The Piano,1993,"[18, 10749]"
11236.jpg,The Secret Garden,1993,"[18, 10751, 14]"
15765.jpg,What's Love Got to Do with It,1993,"[18, 10402, 36]"
2149.jpg,Body of Evidence,1993,"[18, 53, 10749]"
7305.jpg,Alive,1993,"[12, 18, 36]"
10502.jpg,The Man Without a Face,1993,[18]
13203.jpg,Son in Law,1993,"[35, 18, 10749]"
8005.jpg,Robin Hood: Men in Tights,1993,[35]
11528.jpg,The Sandlot,1993,"[10751, 35]"
19931.jpg,The Joy Luck Club,1993,[18]
10436.jpg,The Age of Innocence,1993,"[18, 10749]"
10498.jpg,Point of No Return,1993,"[28, 80, 53]"
9409.jpg,Another Stakeout,1993,"[35, 80, 28]"
9644.jpg,National Lampoon's Loaded Weapon 1,1993,"[35, 80, 28]"
9516.jpg,Menace II Society,1993,"[18, 80, 53]"
10619.jpg,Once Upon a Time in China III,1993,[28]
8291.jpg,Poetic Justice,1993,"[18, 10749]"
41659.jpg,My Life,1993,"[18, 10749]"
10445.jpg,Shadowlands,1993,"[18, 10749]"
161822.jpg,Doraemon: Nobita and the Tin Labyrinth,1993,"[12, 16, 10751]"
34723.jpg,The Adventures of Huck Finn,1993,"[12, 18, 10751]"
9261.jpg,The Wedding Banquet,1993,"[35, 18, 10749]"
1245.jpg,The Remains of the Day,1993,"[18, 10749]"
4104.jpg,Benny & Joon,1993,"[35, 18]"
18133.jpg,The Program,1993,"[18, 28, 10749]"
4916.jpg,Guilty as Sin,1993,"[53, 18]"
14534.jpg,Rudy,1993,"[18, 36]"
11971.jpg,Much Ado About Nothing,1993,"[18, 35, 10749]"
34433.jpg,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,"[16, 878, 28]"
9612.jpg,Coneheads,1993,"[35, 878]"
9607.jpg,Super Mario Bros.,1993,"[12, 14, 35, 10751]"
15613.jpg,Fire in the Sky,1993,"[878, 18, 9648, 53, 14]"
9545.jpg,Sniper,1993,"[28, 18, 53]"
26333.jpg,Untamed Heart,1993,"[18, 10749]"
10998.jpg,Fatal Attraction,1987,"[53, 18, 10749]"
96.jpg,Beverly Hills Cop II,1987,"[28, 35, 80]"
12154.jpg,3 Men and a Baby,1987,[35]
88.jpg,Dirty Dancing,1987,"[18, 10402, 10749]"
708.jpg,The Living Daylights,1987,"[28, 12, 53]"
801.jpg,"Good Morning, Vietnam",1987,"[35, 18, 10752]"
2039.jpg,Moonstruck,1987,"[35, 18, 10749]"
941.jpg,Lethal Weapon,1987,"[12, 28, 35, 53, 80]"
171147.jpg,Dennis the Menace,1987,"[10751, 35]"
10021.jpg,The Secret of My Success,1987,[35]
106.jpg,Predator,1987,"[878, 28, 12, 53]"
10587.jpg,Police Academy 4: Citizens on Patrol,1987,"[35, 80]"
117.jpg,The Untouchables,1987,"[80, 36, 53]"
12626.jpg,Broadcast News,1987,"[35, 10749]"
10110.jpg,Empire of the Sun,1987,"[18, 36, 10752]"
10023.jpg,Dragnet,1987,"[28, 35, 80]"
10859.jpg,Stakeout,1987,"[28, 35, 10749]"
11548.jpg,*batteries not included,1987,"[10751, 35, 14, 878]"
6069.jpg,The Witches of Eastwick,1987,"[35, 14, 27]"
11896.jpg,Throw Momma from the Train,1987,"[35, 80, 53]"
16620.jpg,La Bamba,1987,"[18, 10402]"
5548.jpg,RoboCop,1987,"[28, 53, 878]"
580.jpg,Jaws: The Revenge,1987,"[12, 53, 27]"
17159.jpg,Eddie Murphy Raw,1987,[35]
8989.jpg,Harry and the Hendersons,1987,"[35, 10751, 14, 18]"
2609.jpg,"Planes, Trains and Automobiles",1987,[35]
600.jpg,Full Metal Jacket,1987,"[18, 10752]"
10072.jpg,A Nightmare on Elm Street 3: Dream Warriors,1987,"[27, 53, 14]"
746.jpg,The Last Emperor,1987,"[18, 36]"
10673.jpg,Wall Street,1987,"[80, 18]"
10019.jpg,Mannequin,1987,"[35, 10749, 14]"
11584.jpg,Roxanne,1987,"[35, 10749]"
918.jpg,Blind Date,1987,"[35, 10749]"
865.jpg,The Running Man,1987,"[28, 878, 53]"
957.jpg,Spaceballs,1987,"[35, 878]"
11411.jpg,Superman IV: The Quest for Peace,1987,"[28, 12, 878]"
10083.jpg,No Way Out,1987,"[53, 18]"
14671.jpg,Summer School,1987,[35]
36914.jpg,Like Father Like Son,1987,"[35, 14]"
14367.jpg,Adventures in Babysitting,1987,[35]
1547.jpg,The Lost Boys,1987,"[27, 35, 53, 18, 10749]"
12919.jpg,Can't Buy Me Love,1987,"[18, 35, 10749]"
2493.jpg,The Princess Bride,1987,"[12, 10751, 14, 35, 10749]"
378.jpg,Raising Arizona,1987,"[35, 80]"
11215.jpg,Baby Boom,1987,"[18, 35, 10749]"
10780.jpg,Overboard,1987,"[35, 10749]"
12506.jpg,Cry Freedom,1987,[18]
2614.jpg,Innerspace,1987,"[28, 35, 878]"
19345.jpg,Black Widow,1987,[53]
18935.jpg,Ernest Goes to Camp,1987,"[35, 10751]"
72565.jpg,Doraemon: Nobita and the Knights on Dinosaurs,1987,"[16, 12, 10751, 14, 878]"
16889.jpg,Revenge of the Nerds II: Nerds in Paradise,1987,[35]
21299.jpg,Benji the Hunted,1987,"[28, 12, 10751]"
35151.jpg,Hello Again,1987,"[14, 35, 10749]"
10081.jpg,The Principal,1987,"[28, 12, 80, 18]"
12623.jpg,Suspect,1987,"[80, 18, 53]"
32076.jpg,The Believers,1987,"[27, 9648, 53]"
21521.jpg,Project A Part II,1987,"[28, 35]"
15143.jpg,Some Kind of Wonderful,1987,"[10749, 35]"
18410.jpg,Project X,1987,"[18, 35]"
19324.jpg,Born in East L.A.,1987,[35]
11649.jpg,Masters of the Universe,1987,"[28, 14, 878, 12, 53]"
635.jpg,Angel Heart,1987,"[27, 9648]"
1825.jpg,Over the Top,1987,"[28, 18]"
15658.jpg,Flowers in the Attic,1987,"[18, 9648, 53, 27]"
30890.jpg,Radio Days,1987,"[35, 18]"
9003.jpg,Hellraiser,1987,"[27, 53, 14]"
12704.jpg,Ishtar,1987,"[35, 12]"
8852.jpg,Prince of Darkness,1987,[27]
16288.jpg,Creepshow 2,1987,"[27, 35]"
10652.jpg,Hamburger Hill,1987,"[10752, 28, 18]"
6917.jpg,The Gate,1987,"[27, 14]"
17258.jpg,The Pick-up Artist,1987,"[10749, 35, 80]"
39074.jpg,The Bedroom Window,1987,"[18, 53]"
4918.jpg,The Fourth Protocol,1987,"[28, 53]"
13703.jpg,Less Than Zero,1987,"[18, 80, 10749]"
806856.jpg,The Story of Jiro,1987,"[10751, 18]"
765.jpg,Evil Dead II,1987,"[27, 35, 14]"
2115.jpg,Light of Day,1987,"[10402, 18]"
24826.jpg,Disorderlies,1987,[35]
8587.jpg,The Lion King,1994,"[10751, 16, 18]"
13.jpg,Forrest Gump,1994,"[35, 18, 10749]"
36955.jpg,True Lies,1994,"[28, 53]"
854.jpg,The Mask,1994,"[10749, 35, 80, 14]"
1637.jpg,Speed,1994,"[28, 53]"
888.jpg,The Flintstones,1994,"[14, 35, 10751]"
8467.jpg,Dumb and Dumber,1994,[35]
712.jpg,Four Weddings and a Funeral,1994,"[35, 18, 10749]"
628.jpg,Interview with the Vampire,1994,"[27, 18, 14]"
9331.jpg,Clear and Present Danger,1994,"[28, 18, 53]"
8984.jpg,Disclosure,1994,"[53, 18, 80]"
680.jpg,Pulp Fiction,1994,"[53, 80, 35]"
2164.jpg,Stargate,1994,"[28, 12, 878]"
11395.jpg,The Santa Clause,1994,"[14, 18, 35, 10751]"
9359.jpg,Maverick,1994,"[28, 12, 35, 18, 37]"
2636.jpg,The Specialist,1994,"[28, 53]"
4476.jpg,Legends of the Fall,1994,"[18, 37, 10749, 10752, 28]"
36593.jpg,Naked Gun 33⅓: The Final Insult,1994,"[35, 80]"
10395.jpg,Wolf,1994,"[27, 18, 10749]"
8831.jpg,Timecop,1994,"[53, 878, 28, 80]"
306.jpg,Beverly Hills Cop III,1994,"[28, 35, 80]"
193.jpg,Star Trek: Generations,1994,"[878, 28, 12, 53]"
10731.jpg,The Client,1994,"[18, 53, 80, 9648]"
3036.jpg,Mary Shelley's Frankenstein,1994,"[18, 27, 878, 10749]"
6280.jpg,Junior,1994,"[35, 878]"
3049.jpg,Ace Ventura: Pet Detective,1994,"[35, 9648, 80]"
1945.jpg,Nell,1994,"[18, 53]"
533243.jpg,Walang Matigas na Tinapay sa Mainit na Kape,1994,"[10749, 35, 28]"
11667.jpg,Street Fighter,1994,"[28, 12, 35, 53]"
8987.jpg,The River Wild,1994,"[12, 53, 18]"
9495.jpg,The Crow,1994,"[14, 28, 53]"
46387.jpg,Hum Aapke Hain Koun..!,1994,"[18, 10749]"
11310.jpg,City Slickers II: The Legend of Curly's Gold,1994,"[28, 35, 18, 37]"
1909.jpg,Don Juan DeMarco,1994,"[10749, 18, 35]"
10897.jpg,The Little Rascals,1994,"[10749, 35, 10751]"
4954.jpg,Drop Zone,1994,"[28, 53, 80]"
10879.jpg,I Love Trouble,1994,"[10749, 35]"
41579.jpg,Getting Even with Dad,1994,"[35, 80, 10751]"
10714.jpg,The Jungle Book,1994,"[10751, 12, 18]"
241.jpg,Natural Born Killers,1994,"[80, 53, 18]"
24795.jpg,Angels in the Outfield,1994,"[35, 10751, 14]"
9587.jpg,Little Women,1994,"[18, 10749]"
10449.jpg,When a Man Loves a Woman,1994,"[18, 10749]"
9624.jpg,On Deadly Ground,1994,"[28, 12, 53]"
12280.jpg,The Paper,1994,"[35, 18]"
8850.jpg,The Shadow,1994,"[14, 28, 12, 80, 9648, 53]"
10510.jpg,Miracle on 34th Street,1994,"[14, 18, 10751]"
11164.jpg,D2: The Mighty Ducks,1994,"[35, 28, 10751, 18]"
101.jpg,Léon: The Professional,1994,"[80, 18, 28]"
11593.jpg,Nobody's Fool,1994,"[18, 35]"
11011.jpg,Ri¢hie Ri¢h,1994,"[35, 10751]"
10660.jpg,It Could Happen to You,1994,"[35, 18, 10749]"
11382.jpg,Bullets Over Broadway,1994,"[35, 80]"
8011.jpg,Highlander III: The Sorcerer,1994,"[14, 28, 12]"
12207.jpg,The Legend of Drunken Master,1994,"[28, 35]"
2788.jpg,Reality Bites,1994,"[18, 10749, 35]"
11010.jpg,The Postman,1994,"[35, 18, 10749]"
11067.jpg,Major League II,1994,[35]
13962.jpg,Blank Check,1994,"[35, 10751]"
178.jpg,Blown Away,1994,[28]
2087.jpg,The Getaway,1994,"[28, 80, 9648, 53]"
2759.jpg,"The Adventures of Priscilla, Queen of the Desert",1994,"[18, 35]"
26352.jpg,A Low Down Dirty Shame,1994,"[35, 80, 28]"
12475.jpg,In the Army Now,1994,[35]
278.jpg,The Shawshank Redemption,1994,"[18, 80]"
11317.jpg,My Girl 2,1994,"[35, 10751]"
6472.jpg,Guarding Tess,1994,"[35, 18]"
11777.jpg,I.Q.,1994,"[35, 18, 10749]"
19819.jpg,Blue Chips,1994,[18]
10467.jpg,The Road to Wellville,1994,"[35, 10749, 18]"
12160.jpg,Wyatt Earp,1994,"[37, 18, 28, 12]"
15128.jpg,Speechless,1994,"[10749, 35]"
11450.jpg,Quiz Show,1994,"[36, 18, 9648]"
11858.jpg,Renaissance Man,1994,"[35, 18]"
